"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_A01_02",7284.7,16.8,18,5.8,0,19484.8,960.4,299.8,151,11,35,12.5,52.6,6,6,3.3,0.5,1.2,4.1,6.1,0.2,6.9,19.4,3,237.8,47.9,63.3,0.3,0.9,14.4,0.7,592.6,2.2,40.4,2.1,6.1,139,16.1,30.8,95.3,35.3,20.7,2.6,15.3,0,4728.6,0,0,3319.8,249.6,0,32,9226.8,0,47309.6
"DOM_A03",12.9,31.2,0,0,0,370.4,0.1,0,0.4,0.3,2.1,1.2,0,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0,0.1,0.4,3.9,0,0.7,0.8,0.1,120.7,0.1,0.1,0,0,0,0.1,0.4,3.3,2.9,3,0.4,0.7,0,417.6,0,0.8,0.1,5.7,0,4,477.8,0,1463.2
"DOM_B05_06",4,0.1,536,5.8,49.6,16.7,3,1.1,2.4,6500.6,137.5,64.3,2.5,26.4,56,6.3,0.7,2,3.3,4.5,0.3,13.1,2126.5,3.3,225.2,33.8,62.5,0.4,1.8,14.8,0.7,19.2,4.9,42.3,4.8,21.5,131.9,9.2,13.9,35.8,20.6,14.4,2.4,7.3,0,648.4,0,2.4,2345.6,82,0,0.2,3169.8,0,16481.6
"DOM_B07_08",0.9,0.7,79.3,149.2,0.1,41.4,6.9,0,5.7,27.7,24.4,23.5,0.6,374.3,350.5,9.3,0.1,0.6,0.7,16.7,0.1,1.7,0.1,1.9,560.7,0.3,0.1,0,0.1,0.1,0,6.6,0.9,1.9,0.6,0.1,51.1,0.2,7,13.5,0.4,0.1,0.4,1.6,0,73.3,0,1.6,0.6,16.2,0,0,2101.3,0,3955.3
"DOM_B09",0,0,3168.2,48.7,149.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,52.7,10.2,0,0,0,0,0,0,0,0,0,302.4,0,0,0,3.1,0,3744.2
"DOM_C10T12",1185.7,13.9,16.4,5.4,5.2,5573.6,51.6,9.4,78.8,18.4,145.5,123.6,21.7,50.1,101.3,19.9,5.9,14.8,19.7,47.2,1.1,11.8,7.8,20.4,118,82.9,32.6,0.5,61.3,15.6,1,3714.9,20.8,49.9,21.6,36.1,24.9,48.9,93.4,408.9,224.7,230.5,234.8,100,0,29634.2,0,137.7,98.6,293.1,0,125.5,17107.1,0,60466.6
"DOM_C13T15",118.4,5.7,33.8,1.1,31.7,194.4,1793.8,8.1,51.1,7.9,19.9,45.6,109.1,13.7,20.3,13.5,4.5,8.6,21.3,64,1.4,55.2,6.7,14.1,55.6,105,48.1,0.4,18.2,49.1,6.1,70,14.8,36,6.4,17.4,35.8,22.2,26.7,129.8,31.6,58.5,37.5,57.9,0,5305.8,0,8,41.3,46.3,0,76.5,2538.3,0,11486.9
"DOM_C16",157.1,0.6,1,0.3,0.3,98.6,7.8,294.9,14.8,2.3,6.7,4.9,10.2,13.3,8.9,18.8,2.5,10.6,8.4,10,0.3,223.4,0.5,42.1,643.5,342.1,1.9,0,0.7,17.5,0.1,10.3,12.4,3.8,1.3,2,55.9,8.6,9.7,11.3,1.9,1.6,12,5.6,0,102.1,0,1.8,146.6,12.1,0,5.4,269.9,0,2618.4
"DOM_C17_18",26.5,10.9,7.2,32.5,9.5,680.8,51.2,19.9,1555.5,5.7,83.2,119.3,43.9,82.8,17.8,26.6,15.7,32.8,21.4,21.2,1.8,34.3,9.8,9,35.7,280.2,47.7,0.9,15.9,11.3,22.7,96.3,536,54.5,96.7,247.1,28.7,273.7,66.4,249.3,145.9,55,48.1,100.3,0,1434.9,0,4.1,5.7,28.5,0,17.5,672,0,7494.3
"DOM_C19",647.2,30,15.3,45.2,33.9,150.4,38,20,48.6,311.9,273.1,56.9,153.4,63.8,105.7,26.6,5.4,25.8,17.8,25.8,1.8,18.7,73.9,39.7,129.2,203.9,1150.2,5.8,255.6,171.6,5.6,20.3,7.4,14.9,8.1,30,27.1,27.9,39.7,166.7,17.9,27.3,13,17.1,0,2043.3,0,3,8.3,30.7,0,42.6,4487.2,0,11183.4
