"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_A01_02",14220.3,47.4,0.1,1.2,0.9,25734,1251,2315.6,41.4,0.3,1259,57.1,918.8,6.1,2.4,0.1,0.1,3.8,0.1,0,0.3,896.2,0.1,1.7,36.9,211.3,0.1,0.1,0,5.1,0,1272.1,1.6,0.1,2.7,7.6,26.7,153.1,51.5,7.2,98.3,6.7,8.9,3.4,0,13019.5,0,0,789.1,-12.2,0,47.6,11343.1,0,73838.4
"DOM_A03",14.3,4035,0,0,0,10041.3,0.4,0.7,0,0,1.6,13.2,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,6.6,0,0,0,43.7,0,459.1,0,0,0,0,0.5,10.6,0.3,0,17.1,2.3,0.3,1,0,6344.7,0,0,0.2,1.9,0,3.7,1920.8,0,22919.8
"DOM_B05_06",63.4,0.2,3529,4.9,11.3,59.9,90.8,2.5,60.5,6471.4,843.9,6.6,58.8,1629.9,183.3,35.6,21.1,35.8,2.2,11,11,49.6,862.3,5.3,59.6,43.1,2.1,0.3,0,0.5,0,84.4,0,0,0.3,0,14.9,6.9,6.5,0.4,5.4,1.3,1.6,9.7,0,2712.6,0,0,0,-7.5,0,0,19773.3,0,36765.9
"DOM_B07_08",1.4,0.3,6,25.9,0.1,20.4,0.9,0,3.3,6.5,527.4,0.3,14.9,432.6,79.2,3.4,2.2,0,0,0,0.4,9.8,5,0.6,123.9,15.7,0,2.4,0,0.6,0,0.2,0,0,0,0.4,9.4,9.7,0.7,0.4,0,0.2,0,11,0,15.3,0,0,0.1,1.7,0,0,1248.6,0,2581.1
"DOM_B09",0,0.8,690.3,14.8,0.3,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,713.2
"DOM_C10T12",7776.2,5589.5,18.8,1.8,0.6,23952.9,24,1,107.2,43.3,27.6,93.6,15,36.3,1.9,1.5,0.5,0,0,0.1,0,126.7,1.8,1.3,2.6,350.8,6.7,4.9,24.5,4.6,0,3846.1,1.2,1.2,2.7,2.8,18.1,41.1,7.4,6.3,102.4,22.1,2,16.9,0,26131.2,0,0,11.7,-46.8,0,216.2,21666.3,0,90265
"DOM_C13T15",68,30.4,67.7,5.9,0.9,20.1,10396.1,20.4,53.5,19.8,9.9,1.7,34.2,77.6,4.9,3.8,9.8,3.3,2.1,16.9,9.8,174.3,14.1,17.7,50.5,159.9,15,2.9,5.7,15.6,7.7,47.2,3.3,9.3,1.3,28.2,39.1,20,30,50.5,48.8,14.7,24.4,126.7,0,4787.8,0,0.4,0,-30.7,0,151.5,49021.1,0,65693.9
"DOM_C16",105.7,32.3,0.2,0.9,0,77.6,92.6,2101.8,367.8,0.2,58.6,0.8,19.3,32.6,3.6,4,7.8,7.3,5.4,0.6,2.7,2843.5,0.9,1.2,342.2,69.9,0.6,3.8,0.1,3,0.1,12.8,0.2,4.1,0,2.6,23.4,12,1.4,10.6,4.3,0.6,1.6,14,0,313.7,0,0,0,-9.3,0,8,2216,0,8802.9
"DOM_C17_18",130.3,7.4,9.5,0.9,1.1,540,898.6,68.1,3116.8,0.5,97,39.5,191.1,201.4,5,12.9,185.5,280.9,7.8,10.5,6.8,604.9,9.2,2.9,44.5,648.4,13.1,1.8,0.8,13.3,17.9,101.8,313.7,25.5,10.7,138.6,48.1,184.1,16.8,207.5,116.5,17.8,534.4,29.2,0,317.3,0,7.1,77.2,-2.1,0,19.1,1024.3,0,10356
"DOM_C19",645,1624.5,2461.9,239.2,5.3,203.1,209.4,89,58.5,3497.7,87.5,10.8,212,534.6,125.3,26.5,24.3,55.7,17.2,21.3,73.1,231.7,129,94.2,1354.2,1176.4,2412.7,791.7,748.5,269.9,32.1,939.7,23.1,72.8,5.2,177.3,70.4,62.7,87.5,188.8,148.1,12.7,19.3,32.8,0,1051.8,0,0,0,-0.6,0,52.4,323.2,0,20729.7
"DOM_C20",3315.4,68.6,255.3,92.5,10.1,240.1,1412.7,178.9,454.6,149.1,2782.9,75.2,1183.4,503.3,123,103.1,252,180.8,17.8,137.5,78,1092.5,5.7,44.1,344.4,136.1,17.7,5.4,1.2,2.8,0.3,68.1,11.8,5.1,2.6,23.5,56.2,88.8,39.7,45.8,25.6,34.7,24.4,113.2,0,459.1,0,0.6,1.9,-1.7,0,16.5,4144.3,0,18424.7
"DOM_C21",224.8,24,5.3,0.7,0,148.2,4.6,0.9,0.3,0.1,3.1,883.3,4.5,9.8,0.2,0.3,0.1,0.4,0,0,0,0.8,0.1,0.6,3.2,20.8,1.1,0.1,0,0.1,0,0.6,0.2,3.5,0,3.3,0.9,7.7,0.5,5.8,101.7,1417.2,14.7,3.1,0,627.8,0.1,84.7,0,-0.1,0,15.5,185.4,0,3809.8
"DOM_C22",115.5,17.6,174.8,33.7,0.1,159.3,1151.3,32.6,140.2,13.7,121.8,17.9,3378.9,30.8,8.2,11.6,260.4,958.9,48.6,146.8,105.4,253.5,3.4,7.7,121.3,132.7,150.6,11.1,0.1,7.9,0.1,8.9,1.3,0.5,4.1,7.3,3.2,20.1,3.9,16.2,8.3,4.4,2.3,8.5,0,161.1,0,0,0,-37.4,0,0.1,8833.6,0,16663
"DOM_C23",57.6,2.1,4.4,4,0,36.8,5.5,1.9,5,0.1,58.7,18.4,68.2,2093.8,43.2,17.2,278.2,97.3,1.2,125.4,6.9,221.1,1.9,5.6,6558.2,60.7,8.1,5.4,5.9,9.5,0.1,19,1.2,93.1,1,18.8,352.2,65.7,5.9,27.4,11.4,3.1,14.6,38.9,0,403,0,0,0,-8.9,0,0,5349.1,0,16198
"DOM_C24",51.6,3.5,382.4,38.5,0,129.1,7.9,23.4,13.7,0.3,34.6,0.7,110.5,84.3,2843.1,812.8,154.9,1829.6,196.1,417.8,399.5,394,15.2,2.3,2095.7,60,4.3,1.4,9.3,8.5,0,0.6,1.9,35.9,0.1,10.3,67.6,30.5,1.7,3.8,1.5,0.3,0.8,8.5,0,56.4,0,0,0.4,-1.6,0,0.5,3350.4,0,13694.3
"DOM_C25",56.5,15.6,245.1,4.2,0,36.9,181.1,27.7,17.8,0.1,15.9,1.1,57.6,45.2,201,92.1,272.5,188.2,100.2,99.6,20.7,282.7,15.7,3.5,357.7,77.6,14.9,9.4,5,6.8,0,3.1,0.5,3,0.5,7,12.9,25.2,2.8,13.3,7.8,1.5,1.4,6.4,0,19.4,0,0,53.5,-58.5,0,0,5567.8,0,8120.2
"DOM_C26",30.4,4.3,3.8,1.7,19.4,8.7,94.4,5.5,7.4,0.5,19.9,3,13.2,9.9,3.1,2.7,40497.2,1615.6,204,26.4,24.1,134.1,14.9,8.4,123,383.6,13.1,3.6,13.9,29.5,1.3,35.8,42.5,2168.3,99.9,69.4,32,62,65.8,142.5,111.4,9.8,13,248.1,0,647.7,0,0,915.9,-253.9,0,28.2,37576.7,0,85335.6
"DOM_C27",108.4,31.4,134.8,8.9,12.3,35.3,141.3,10,26,26.9,15.4,1.9,73.8,46.3,119.6,47.4,2941.3,1669.7,245.4,468.9,87.4,645.8,400.4,28.6,2238.8,496.6,92.3,17.3,5.4,23.2,4.9,49.3,21.4,62.3,18.5,46.1,47.3,384,46.7,117.9,115.8,39.5,15.4,86.7,0,1768.4,0,0,336.5,-241.5,0,10.9,7441.7,0,20572.7
"DOM_C28",214.3,1,1121.7,4.4,0.2,4.8,72.2,10,7.8,0.1,0.8,0.5,24.2,8.3,27.7,3.2,12.1,3.5,931.6,50.7,17.6,41.2,0.4,11.2,240.4,90,6.2,14.2,0.7,4.8,0,1.6,1,2.7,0.4,24.6,1.8,35.4,9,4.6,14.4,17.1,1.1,3.9,0,693.6,0,0,1449.4,-693.2,0,0,3428.3,0,7921.7
"DOM_C29",5.1,0.2,23,0.6,0,0.5,1.6,0.3,0.1,0.1,0.1,0,0.6,0.9,0.5,0.2,8.6,4.9,0.7,2658.6,0.4,2.6,1.3,3.4,12.3,6,20.4,1,0,3,0,0.3,0.3,0.2,0.1,0.6,0.5,1.7,1.8,10.6,0.9,0.4,2.6,0.4,0,2582.5,0,0,2494.9,-683.4,0,16.6,3816.1,0,11004.1
"DOM_C30",8.4,0.3,0,0.2,0,0.7,22.1,0.9,2.2,0,1.1,0,0.5,0.7,0.3,0,0,1,0.5,0,965.3,0.7,0.1,2.9,10.2,82.4,2.7,22.3,0,17,0,1.2,0.2,0,0,0.2,1.2,0.2,21.7,0.9,0.1,0.1,0,0,0,679,0,0,2649.5,-470.2,0,0,1544.6,0,5571.1
"DOM_C31T33",318.4,61.9,357.9,28.9,23.4,173.9,463.9,71.6,61.9,43.4,66,41.5,99.1,84.9,79,25.7,466.7,79.9,11.5,28,185.1,411.9,411.1,65.1,342.6,499.8,26.2,155,498.6,268.9,3.3,113.8,13.8,21,14.5,161.8,132.1,92.9,52.8,336.1,194.2,99.4,38.8,37.3,0,1788.1,0,2.9,450.3,-509,0,61.8,14363.4,0,22921.6
"DOM_D",509.2,130,253,165.9,32,387.1,691.8,97.7,171.8,53.4,175.5,17.1,386.2,781.6,307.2,63.3,128.6,100,21.3,32.8,65.7,245.6,482.3,81.9,109.5,1078,15.2,2.5,1.9,51.3,4.8,302.7,38.2,95.1,19.2,187.8,225.5,59.8,15.4,119.1,111.9,31.5,31.5,65.6,0,1842.6,0,0,0,0,0,0,60.3,0,9850.3
"DOM_E",38.8,6.9,19.1,1.5,0.2,87.1,80,7,17.4,55.5,8.8,4.1,28,44.8,16.7,5.3,13.3,12.3,3.1,4.1,5,27.3,15.1,176.4,48.5,99,3.8,1.5,0.2,5.7,0.1,56.2,3.7,3,1.6,7.5,54.3,6.9,9.3,26.8,31.5,15.6,5.6,22.5,0,983.2,104,0,0,0,0,0,0.3,0,2168.6
"DOM_F",211.6,15.9,140.5,6.3,0.1,16.4,111.4,5.4,7.7,2.4,15.4,1.4,13.4,8.2,5.4,3.3,9.3,5.2,3.8,1.3,1.2,66.6,31.2,7.6,2452.6,416,68,2.4,1.4,20.7,0,51.6,5.2,32.1,1.3,15.1,1471.9,39.8,18,159.5,185.5,27.6,29.7,15.2,0,2964,0,0.1,34580.9,9.1,0,2.6,31.6,0,43292.9
"DOM_G",1610.5,863.2,263.1,32.2,7.4,4226.6,1299.9,203.6,317,171.9,389.8,100.8,622.6,429.1,182.2,66.2,2871.2,528.7,94.3,263.9,162.4,566.1,95.4,26.2,1251.4,417.9,198,13.3,8.4,120.8,5.9,393,50.1,158.1,12.8,50.1,98.2,121.8,32.2,130.6,94.9,139.8,89.7,61,0,5587.3,2.1,46.6,700.5,0,0,47,13916.7,0,39142.6
"DOM_H49",497.4,228.4,225.9,17.1,2.1,978.9,386.9,74.7,101.3,186.6,192.2,33.1,175.3,200.9,139.2,44.2,467,199.3,69.1,88.2,63.2,202,47.8,9,464.5,130.5,82.5,27,24.5,17,1.8,112,11.5,29.3,4,20,28.8,42.2,15,35.8,30.5,45.8,18.6,17.3,0,1179.8,0.5,7,239.6,1285.4,0,287.4,2195.8,0,10983.6
"DOM_H50",151.4,59.1,60.9,6.1,0.7,264.2,222.5,30.4,40.2,51,92.6,9.4,76.1,65.3,38.4,12.1,186.7,80,16.7,42.7,15.4,78.1,17.1,3.1,153.7,45.4,17.8,33.2,5.2,3.8,0.5,34.9,4.8,12.7,1,6.7,10.2,11.4,11.3,13.9,10,12.1,9.8,6.5,0,445.6,0.1,0.6,58.8,244.2,0,62.3,1018.8,0,3855.6
