"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T"
"TTL_A01_02",1.2699,0.0232,0.0153,0.0127,0.0258,0.3378,0.1204,0.3132,0.1008,0.0181,0.0206,0.0138,0.0277,0.0178,0.0197,0.0202,0.0113,0.012,0.0177,0.0258,0.0236,0.0769,0.0237,0.0187,0.0447,0.0179,0.0154,0.0189,0.0244,0.0183,0.0033,0.1294,0.0313,0.0056,0.0097,0.0055,0.0126,0.0173,0.0198,0.0159,0.0242,0.0285,0.0207,0.0161,0
"TTL_A03",0.0045,1.0021,9e-04,8e-04,0.0013,0.0467,0.0012,0.0019,0.0011,0.0012,0.0012,9e-04,0.0011,0.001,0.0011,0.001,5e-04,6e-04,0.001,8e-04,0.002,0.0015,9e-04,5e-04,9e-04,0.0012,9e-04,0.0012,0.002,0.0011,3e-04,0.0169,9e-04,2e-04,4e-04,3e-04,3e-04,8e-04,0.001,9e-04,0.0018,0.0025,0.001,7e-04,0
"TTL_B05_06",0.0322,0.0315,1.0515,0.0401,0.0612,0.0282,0.0198,0.0293,0.0296,0.3572,0.0803,0.0999,0.0345,0.0515,0.0525,0.0319,0.0108,0.0136,0.0298,0.0218,0.0284,0.0245,0.2813,0.0362,0.0239,0.0196,0.0395,0.0421,0.0372,0.0258,0.0039,0.0226,0.014,0.0086,0.0099,0.005,0.0087,0.0127,0.0136,0.0176,0.0204,0.021,0.0175,0.02,0
"TTL_B07_08",0.0034,0.0038,0.0032,1.0162,0.0146,0.0041,0.0016,0.0033,0.0029,0.0033,0.004,0.0064,0.003,0.0669,0.0186,0.0071,0.0016,0.0025,0.0058,0.0031,0.0052,0.0032,0.0062,0.0061,0.0139,0.0018,0.0034,0.0067,0.0026,0.0034,3e-04,0.0029,0.0014,6e-04,0.0012,6e-04,0.0021,0.002,0.0016,0.0043,0.0013,0.0019,0.0018,0.0024,0
"TTL_B09",8e-04,0.0027,0.0112,0.0079,1.016,8e-04,4e-04,7e-04,8e-04,0.0098,0.0017,0.0013,8e-04,0.0026,0.0015,9e-04,3e-04,4e-04,8e-04,5e-04,7e-04,6e-04,0.0041,0.001,0.0013,5e-04,0.0011,0.0011,0.001,8e-04,1e-04,5e-04,4e-04,2e-04,3e-04,1e-04,3e-04,3e-04,4e-04,5e-04,4e-04,4e-04,4e-04,4e-04,0
"TTL_C10T12",0.0978,0.0156,0.0044,0.0041,0.0068,1.2157,0.0142,0.0273,0.0119,0.0055,0.0106,0.0054,0.009,0.0047,0.0059,0.0058,0.0036,0.0037,0.0055,0.0059,0.0066,0.01,0.0045,0.0038,0.0069,0.0103,0.0047,0.0079,0.011,0.0057,0.001,0.2594,0.009,0.0019,0.0036,0.0023,0.0025,0.0077,0.0097,0.0121,0.0289,0.0302,0.0108,0.0047,0
"TTL_C13T15",0.0146,0.0617,0.0135,0.0163,0.0233,0.0178,1.3826,0.0192,0.0238,0.0151,0.0121,0.0084,0.1147,0.0147,0.0163,0.0192,0.0155,0.0148,0.0282,0.1657,0.0206,0.0641,0.0107,0.0133,0.0203,0.0128,0.0145,0.0158,0.0183,0.0118,0.0026,0.0211,0.0218,0.0049,0.006,0.0034,0.0037,0.013,0.0153,0.021,0.0102,0.0378,0.0163,0.0346,0
"TTL_C16",0.0262,0.0203,0.0217,0.0136,0.0364,0.0186,0.0138,1.2893,0.0217,0.0216,0.02,0.0113,0.0244,0.0264,0.0218,0.0264,0.0104,0.0165,0.0202,0.0162,0.0336,0.148,0.0224,0.0154,0.1375,0.0141,0.0227,0.0153,0.0248,0.0192,0.0035,0.0166,0.0165,0.0048,0.0107,0.0048,0.0304,0.0134,0.0146,0.0129,0.0103,0.0114,0.0204,0.0154,0
"TTL_C17_18",0.0227,0.0192,0.0192,0.0175,0.0212,0.0467,0.0259,0.0361,1.2607,0.0208,0.0357,0.0258,0.0384,0.0284,0.0228,0.0274,0.0343,0.0184,0.0273,0.0213,0.0235,0.0335,0.0162,0.0173,0.0252,0.037,0.0168,0.0221,0.0269,0.0192,0.0089,0.0279,0.26,0.0182,0.0334,0.0155,0.0081,0.0581,0.04,0.0202,0.0226,0.0185,0.0289,0.0454,0
"TTL_C19",0.0426,0.0563,0.0369,0.055,0.0669,0.0297,0.0163,0.0289,0.0215,1.0318,0.0456,0.0149,0.0284,0.0291,0.0487,0.0269,0.0102,0.0123,0.0249,0.0179,0.0232,0.0219,0.0382,0.0233,0.0268,0.0212,0.0809,0.0662,0.0729,0.0416,0.0042,0.0175,0.0128,0.0067,0.0104,0.0045,0.0056,0.0118,0.0137,0.0174,0.0096,0.013,0.0111,0.0153,0
