"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T"
"TTL_A01_02",1.0539,0.0302,0.0011,0.0024,0.006,0.3293,0.0524,0.2387,0.0606,0.0014,0.0237,0.0323,0.1914,0.0032,0.0037,0.0098,0.0133,0.0146,0.0064,0.0037,0.042,0.0919,0.0032,0.0618,0.0487,0.0132,0.0041,0.0174,0.0143,0.005,0.0126,0.084,0.0612,0.0049,0.0098,0.0021,0.0211,0.0119,0.0245,0.0061,0.0069,0.1282,0.0732,0.0358,0
"TTL_A03",5e-04,1.0147,0,1e-04,2e-04,0.0192,3e-04,2e-04,2e-04,0,3e-04,3e-04,2e-04,1e-04,1e-04,2e-04,2e-04,2e-04,2e-04,1e-04,4e-04,8e-04,1e-04,0.0041,2e-04,3e-04,1e-04,0.0011,4e-04,1e-04,4e-04,0.0104,8e-04,2e-04,7e-04,1e-04,5e-04,7e-04,0.0015,6e-04,0.001,0.0066,0.0025,0.0012,0
"TTL_B05_06",0.0068,0.0106,1.115,0.0151,0.0596,0.0124,0.0519,0.0128,0.0414,0.2669,0.1169,0.0193,0.0391,0.2485,0.0637,0.0866,0.0431,0.0554,0.0335,0.0155,0.0616,0.0406,0.5794,0.1005,0.0574,0.0461,0.034,0.0487,0.0495,0.028,0.1111,0.0105,0.0318,0.0224,0.0773,0.0056,0.037,0.0286,0.0452,0.0163,0.0079,0.0298,0.0429,0.0458,0
"TTL_B07_08",0.0023,0.001,0.0011,1.0474,0.027,0.0024,0.0094,0.0027,0.0068,6e-04,0.0609,0.0064,0.0125,0.064,0.3387,0.1083,0.0243,0.0496,0.0296,0.0199,0.0518,0.032,0.0024,0.0188,0.1068,0.006,0.0017,0.0038,0.0036,0.0033,0.0052,0.0012,0.0085,0.0032,0.0054,9e-04,0.0227,0.0059,0.0099,0.0024,0.0032,0.0058,0.0065,0.0118,0
"TTL_B09",3e-04,3e-04,0.0247,0.0223,1.0251,5e-04,0.0019,5e-04,0.0014,0.006,0.006,9e-04,0.0019,0.0089,0.0153,0.0075,0.0029,0.0049,0.0022,0.0013,0.0041,0.0047,0.013,0.0035,0.0047,0.0018,0.001,0.0015,0.0017,0.001,0.003,4e-04,0.0016,0.001,0.0025,3e-04,0.0023,0.0279,0.002,6e-04,4e-04,0.0011,0.0017,0.002,0
"TTL_C10T12",0.0262,0.0203,9e-04,0.0021,0.0027,1.0676,0.0112,0.0075,0.0054,8e-04,0.0109,0.0104,0.0078,0.0015,0.0026,0.0042,0.0045,0.0048,0.0029,0.0014,0.0066,0.0053,0.0019,0.0586,0.0047,0.006,0.002,0.0269,0.0057,0.0026,0.0081,0.0883,0.0168,0.0026,0.0068,9e-04,0.0187,0.0104,0.0154,0.0062,0.0045,0.0808,0.1236,0.015,0
"TTL_C13T15",8e-04,0.0012,0.001,7e-04,0.0029,0.002,1.253,0.0014,0.0044,5e-04,0.0029,0.0018,0.0078,0.0012,0.0014,0.0043,0.0059,0.0046,0.0042,0.0019,0.0064,0.0075,0.0021,0.0099,0.0039,0.0095,0.0041,0.0032,0.0033,0.0101,0.021,0.0021,0.0059,0.0036,0.0049,7e-04,0.007,0.0033,0.0155,0.0038,0.0016,0.0076,0.0055,0.0273,0
"TTL_C16",2e-04,9e-04,2e-04,3e-04,0.0013,4e-04,0.0014,1.0182,0.001,1e-04,6e-04,4e-04,5e-04,4e-04,4e-04,0.006,0.0019,0.0014,0.0013,8e-04,0.0982,0.0457,5e-04,0.0014,0.0274,0.002,5e-04,0.0043,0.0036,0.0011,0.002,3e-04,0.001,8e-04,0.0014,2e-04,0.006,0.001,0.0021,7e-04,5e-04,7e-04,0.0016,0.0031,0
"TTL_C17_18",0.0024,0.002,0.0011,0.0021,0.0065,0.0072,0.0154,0.0044,1.2381,0.001,0.0163,0.0073,0.01,0.008,0.0045,0.0147,0.0211,0.02,0.0125,0.005,0.0177,0.0087,0.0054,0.0225,0.0126,0.0341,0.0054,0.0062,0.0081,0.0054,0.0345,0.0044,0.1023,0.0097,0.0157,0.0098,0.025,0.0338,0.0346,0.0182,0.0395,0.0114,0.0279,0.014,0
"TTL_C19",0.0084,0.0302,0.0081,0.0264,0.1026,0.0183,0.0597,0.019,0.0591,1.007,0.0336,0.0151,0.0295,0.0337,0.0433,0.0691,0.0441,0.0484,0.0302,0.0149,0.0677,0.0461,0.0759,0.0538,0.0849,0.0672,0.1024,0.1515,0.1569,0.0556,0.3521,0.0136,0.0339,0.0206,0.0591,0.0061,0.0612,0.0322,0.0815,0.0256,0.0107,0.0265,0.0387,0.0317,0
"TTL_C20",0.0335,0.004,0.0052,0.0154,0.0736,0.0194,0.1464,0.0304,0.085,0.0026,1.2784,0.1086,0.1894,0.0326,0.0538,0.1167,0.0768,0.1997,0.0208,0.0175,0.0759,0.0566,0.01,0.2834,0.0394,0.0225,0.0076,0.0123,0.0126,0.0102,0.0254,0.0073,0.1262,0.01,0.029,0.004,0.0239,0.0288,0.0601,0.0126,0.0204,0.0791,0.0619,0.0627,0
"TTL_C21",8e-04,2e-04,1e-04,2e-04,8e-04,5e-04,8e-04,3e-04,6e-04,1e-04,9e-04,1.0312,7e-04,2e-04,3e-04,9e-04,9e-04,9e-04,5e-04,3e-04,0.0018,6e-04,5e-04,0.0022,9e-04,0.001,7e-04,6e-04,0.001,7e-04,0.0049,3e-04,0.001,8e-04,0.0067,3e-04,0.0011,0.0039,0.0098,0.0011,4e-04,0.1019,0.0027,0.0012,0
