"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T"
"TTL_A01_02",1.6235,0.07,0.0295,0.0335,0.0513,0.6351,0.4735,0.5191,0.0701,0.0272,0.0303,0.108,0.0294,0.0299,0.03,0.0268,0.0288,0.0265,0.0278,0.0321,0.0277,0.0385,0.0275,0.0278,0.0293,0.0487,0.0294,0.0474,0.0771,0.1045,0.0485,0.3693,0.0605,0.0303,0.0475,0.0445,0.0401,0.0519,0.0798,0.2615,0.06,0.0882,0.1545,0.1078,0
"TTL_A03",5e-04,1.0002,1e-04,1e-04,1e-04,6e-04,2e-04,2e-04,1e-04,1e-04,1e-04,2e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,6e-04,1e-04,2e-04,1e-04,6e-04,2e-04,1e-04,1e-04,1e-04,1e-04,2e-04,5e-04,3e-04,4e-04,8e-04,7e-04,1e-04,0
"TTL_B05_06",0.0859,0.2413,1.4317,0.2009,0.1616,0.093,0.0882,0.1483,0.2007,0.964,0.6632,0.2147,0.4942,0.201,0.1567,0.1219,0.1282,0.1268,0.1231,0.1067,0.1115,0.1275,0.3976,0.1506,0.1243,0.1186,0.3272,0.139,0.1581,0.1185,0.1451,0.079,0.1139,0.0981,0.1061,0.0921,0.1098,0.0992,0.1009,0.1201,0.0969,0.1617,0.1128,0.0953,0
"TTL_B07_08",0.0452,0.0467,0.0908,1.195,0.1396,0.0482,0.0519,0.0611,0.1141,0.0724,0.2163,0.0795,0.1137,0.2369,0.5144,0.2768,0.2566,0.2851,0.2765,0.1742,0.2163,0.2176,0.1341,0.228,0.2122,0.0663,0.0914,0.1406,0.0662,0.0912,0.0615,0.0471,0.0699,0.1261,0.0691,0.0796,0.0812,0.102,0.0717,0.069,0.0904,0.0803,0.0675,0.0551,0
"TTL_B09",0.0078,0.0163,0.0835,0.0689,1.0503,0.0083,0.0083,0.012,0.0175,0.057,0.0475,0.0164,0.0334,0.0234,0.034,0.0207,0.0203,0.0214,0.022,0.0151,0.0173,0.0183,0.0292,0.0204,0.0185,0.0112,0.0232,0.0162,0.0128,0.0118,0.0118,0.0074,0.0106,0.0125,0.0101,0.0096,0.011,0.0187,0.0103,0.0123,0.0106,0.0137,0.0107,0.0087,0
"TTL_C10T12",0.154,0.0761,0.0242,0.0278,0.0403,1.2234,0.0773,0.0628,0.052,0.0232,0.0233,0.0634,0.0244,0.0249,0.0264,0.0242,0.0261,0.0235,0.0243,0.0286,0.0246,0.0263,0.0235,0.0234,0.0251,0.0485,0.0235,0.0299,0.053,0.0474,0.0298,0.3339,0.0719,0.0245,0.0507,0.0195,0.021,0.0439,0.0548,0.0511,0.0638,0.053,0.1099,0.0486,0
"TTL_C13T15",0.0037,0.0391,0.0057,0.0056,0.0058,0.0043,1.221,0.0041,0.0067,0.0049,0.0046,0.0069,0.0085,0.0063,0.0047,0.0042,0.0044,0.004,0.0059,0.0042,0.0042,0.0084,0.0051,0.0076,0.0051,0.0067,0.0056,0.011,0.0258,0.0089,0.044,0.0135,0.0086,0.0055,0.007,0.0038,0.0042,0.0093,0.0213,0.0068,0.0065,0.0111,0.0338,0.0074,0
"TTL_C16",0.0015,0.0023,0.0028,0.0025,0.0161,0.0015,0.0017,1.0134,0.0017,0.0023,0.002,0.0016,0.0026,0.0021,0.0019,0.0018,0.0018,0.0016,0.0017,0.002,0.0026,0.018,0.0022,0.0019,0.0027,0.0028,0.0019,0.003,0.0062,0.0033,0.0026,0.0036,0.002,0.0022,0.002,0.0021,0.0053,0.0034,0.0029,0.0024,0.0019,0.0019,0.004,0.0028,0
"TTL_C17_18",0.0044,0.006,0.0046,0.0047,0.0051,0.0072,0.005,0.0134,1.0358,0.0044,0.0042,0.0093,0.0048,0.005,0.0047,0.0044,0.005,0.0044,0.0045,0.0057,0.0047,0.0047,0.0048,0.0043,0.0066,0.0093,0.0045,0.006,0.0053,0.0053,0.1625,0.0083,0.0615,0.0073,0.0399,0.0052,0.0052,0.0107,0.0106,0.012,0.02,0.0063,0.007,0.0051,0
"TTL_C19",0.036,0.2154,0.056,0.0853,0.0453,0.0334,0.0357,0.0943,0.0452,1.0469,0.0504,0.0439,0.0489,0.0662,0.0769,0.0566,0.0563,0.0559,0.0569,0.0478,0.0504,0.0556,0.0696,0.0558,0.0531,0.0525,0.1311,0.0795,0.1193,0.0544,0.0418,0.0313,0.0382,0.0384,0.0368,0.0408,0.0511,0.0414,0.04,0.0506,0.0366,0.0553,0.0453,0.0363,0
"TTL_C20",0.0307,0.0164,0.0239,0.1071,0.0289,0.0411,0.0259,0.0286,0.18,0.0191,1.0319,0.2119,0.1828,0.041,0.0512,0.0315,0.0411,0.0323,0.0329,0.023,0.0293,0.0331,0.026,0.0287,0.0295,0.0178,0.021,0.0312,0.0205,0.0211,0.0456,0.0221,0.0339,0.0214,0.026,0.0157,0.0196,0.0287,0.0282,0.022,0.0266,0.0568,0.0265,0.0163,0
"TTL_C21",0.0022,0.0018,0.0037,0.0035,0.0031,0.0021,0.002,0.0021,0.0034,0.0029,0.0028,1.0139,0.0037,0.0024,0.0028,0.0023,0.0025,0.0023,0.0023,0.0022,0.0022,0.0023,0.0026,0.0022,0.0026,0.0026,0.0053,0.0043,0.0028,0.0056,0.0067,0.0018,0.0022,0.0023,0.002,0.0038,0.0022,0.0076,0.0035,0.0045,0.0038,0.0858,0.0148,0.0028,0
"TTL_C22",0.0087,0.0085,0.0119,0.0129,0.0208,0.0122,0.012,0.0215,0.0148,0.0105,0.0101,0.049,1.0199,0.0337,0.0107,0.0104,0.0102,0.0093,0.0098,0.0104,0.0097,0.0109,0.0134,0.0147,0.0174,0.0163,0.0167,0.0194,0.0106,0.0131,0.0151,0.0109,0.0149,0.0149,0.0141,0.0099,0.019,0.0167,0.0134,0.0108,0.0122,0.0253,0.0138,0.0103,0
"TTL_C23",0.0116,0.0121,0.0189,0.052,0.0536,0.0123,0.011,0.0746,0.0148,0.0155,0.0194,0.0228,0.02,1.0988,0.0286,0.02,0.019,0.0192,0.0193,0.0163,0.0183,0.0233,0.0268,0.0227,0.0802,0.0175,0.0162,0.0266,0.0188,0.0293,0.0146,0.0203,0.0164,0.0175,0.0164,0.0171,0.0373,0.0348,0.0266,0.019,0.0294,0.0221,0.0223,0.0186,0
"TTL_C24",0.0926,0.0987,0.188,0.2681,0.317,0.0961,0.1111,0.1153,0.2055,0.1508,0.1511,0.1079,0.199,0.3365,1.2507,0.6653,0.6134,0.6882,0.6662,0.4152,0.5162,0.5021,0.3059,0.5365,0.4464,0.1441,0.2038,0.3226,0.1418,0.2035,0.1205,0.0981,0.1492,0.2938,0.1499,0.1793,0.1653,0.2162,0.1496,0.1482,0.1872,0.1631,0.1421,0.1167,0
"TTL_C25",0.01,0.0133,0.0189,0.0194,0.0208,0.01,0.0114,0.0169,0.0121,0.0162,0.0148,0.0108,0.0136,0.0357,0.017,1.0172,0.0142,0.0132,0.0193,0.0143,0.0189,0.0558,0.0285,0.0168,0.0304,0.0193,0.0163,0.0164,0.0179,0.0269,0.0122,0.011,0.0148,0.0276,0.0144,0.0097,0.0146,0.0244,0.015,0.0155,0.0149,0.0155,0.0148,0.0107,0
"TTL_C26",0.0037,0.0042,0.0072,0.0051,0.0061,0.0038,0.0042,0.004,0.0059,0.0061,0.0052,0.0042,0.0051,0.0049,0.0045,0.0057,1.0572,0.0042,0.0045,0.0052,0.0188,0.0143,0.017,0.0047,0.0057,0.008,0.006,0.0064,0.0053,0.0058,0.0147,0.0044,0.0197,0.0272,0.0259,0.0045,0.0039,0.0071,0.0109,0.0073,0.0082,0.0068,0.0063,0.0058,0
"TTL_C27",0.0037,0.0041,0.0059,0.0055,0.0063,0.0038,0.0072,0.0064,0.0046,0.0052,0.0049,0.0043,0.0049,0.0053,0.0052,0.005,0.0502,1.0047,0.0049,0.0048,0.0069,0.0133,0.0093,0.0051,0.006,0.007,0.0127,0.0068,0.005,0.0067,0.0047,0.005,0.0128,0.0139,0.0138,0.0047,0.005,0.0061,0.0135,0.006,0.0071,0.0118,0.0092,0.0071,0
