"","A01_02","A03","B05_06","B07_08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T"
"TTL_A01_02",1.2267,0.0098,0.0071,0.0065,0.001,0.5721,0.0306,0.274,0.0628,0.0096,0.0402,0.0333,0.029,0.0108,0.0048,0.0078,0.0071,0.0094,0.0039,0.0053,0.0096,0.0572,0.0065,0.0032,0.0132,0.0065,0.0039,0.0087,0.0067,0.0032,0.0078,0.1795,0.0178,0.0037,0.0042,5e-04,0.0015,0.0044,0.0068,0.0078,0.0031,0.0062,0.0166,0.0249,0
"TTL_A03",9e-04,1.0117,1e-04,1e-04,0,0.0283,6e-04,4e-04,3e-04,2e-04,0.0012,0.0024,5e-04,2e-04,2e-04,2e-04,4e-04,7e-04,2e-04,3e-04,2e-04,2e-04,2e-04,1e-04,2e-04,7e-04,1e-04,2e-04,2e-04,1e-04,5e-04,0.0236,3e-04,3e-04,1e-04,0,0,1e-04,2e-04,6e-04,2e-04,5e-04,2e-04,3e-04,0
"TTL_B05_06",0.0053,0.0167,1.014,0.0183,0.0019,0.0085,0.0082,0.0075,0.0113,0.3277,0.0123,0.0044,0.0114,0.0524,0.0117,0.0097,0.0107,0.0101,0.0049,0.0076,0.0039,0.0095,0.0733,0.0169,0.0196,0.0074,0.0245,0.042,0.0364,0.0073,0.0093,0.0057,0.0058,0.0031,0.002,2e-04,0.0015,0.0014,0.0024,0.0089,0.0018,0.0033,0.0034,0.0051,0
"TTL_B07_08",0.0076,0.0043,0.0152,1.026,0.0024,0.0098,0.012,0.0186,0.0153,0.0374,0.1883,0.0358,0.0583,0.0641,0.1361,0.0633,0.0148,0.0637,0.0229,0.019,0.011,0.0135,0.0161,0.0099,0.0611,0.0075,0.006,0.0088,0.0075,0.0035,0.0046,0.0048,0.0105,0.0021,0.0019,2e-04,0.0038,0.0019,0.0029,0.0048,0.0011,0.0028,0.0051,0.009,0
"TTL_B09",3e-04,0.0011,0.0034,0.0015,1.0003,4e-04,4e-04,4e-04,6e-04,0.0156,7e-04,2e-04,6e-04,0.0029,7e-04,5e-04,5e-04,5e-04,2e-04,4e-04,2e-04,5e-04,0.0031,8e-04,0.0011,4e-04,0.0012,0.002,0.0017,4e-04,4e-04,3e-04,3e-04,1e-04,1e-04,0,1e-04,1e-04,1e-04,4e-04,1e-04,2e-04,2e-04,3e-04,0
"TTL_C10T12",0.0321,0.0047,0.0012,0.0013,6e-04,1.1703,0.0103,0.0091,0.0043,0.0022,0.0043,0.0033,0.0035,0.0023,0.002,0.0021,0.0051,0.0025,0.0017,0.0033,0.0021,0.0046,0.002,8e-04,0.0021,0.0077,0.0013,0.0026,0.0029,0.0012,0.0059,0.2874,0.0047,0.003,0.0017,6e-04,5e-04,0.0012,0.0023,0.0064,0.0023,0.0047,0.0052,0.0063,0
"TTL_C13T15",0.0023,0.0046,0.002,0.002,4e-04,0.0035,1.3687,0.0034,0.0058,0.0035,0.0068,0.0041,0.0144,0.0023,0.0023,0.0027,0.0058,0.0053,0.003,0.0028,0.0019,0.0175,0.0018,8e-04,0.0022,0.0027,0.001,0.0015,0.0015,5e-04,0.0016,0.0017,0.0034,7e-04,6e-04,0,2e-04,7e-04,8e-04,0.0039,6e-04,0.0012,0.0012,0.002,0
"TTL_C16",0.0017,0.002,0.0022,0.0026,8e-04,0.0027,0.0039,1.2758,0.0354,0.0067,0.0026,0.0017,0.0029,0.0128,0.0028,0.0028,0.0036,0.01,0.0035,0.0034,0.0072,0.0837,0.0042,0.0032,0.0369,0.0017,0.0026,0.0047,0.0043,0.002,0.0058,0.0015,0.0087,0.0025,0.0025,1e-04,0.0025,0.0029,0.0033,0.0016,6e-04,0.001,0.0036,0.007,0
"TTL_C17_18",0.004,0.0074,0.0052,0.0063,0.0014,0.0177,0.0158,0.0079,1.3919,0.0162,0.0267,0.0225,0.015,0.044,0.0082,0.0129,0.0139,0.0177,0.0123,0.0091,0.0045,0.0111,0.0124,0.0053,0.0133,0.0087,0.0058,0.0092,0.0091,0.0058,0.0128,0.0089,0.1917,0.0061,0.0173,0.0012,0.0031,0.0154,0.0159,0.0061,0.0089,0.011,0.0078,0.0096,0
"TTL_C19",0.0162,0.053,0.0431,0.0567,0.0055,0.0263,0.0248,0.0232,0.0343,1.0441,0.0372,0.0134,0.0342,0.164,0.0359,0.0294,0.0321,0.0307,0.0146,0.0235,0.0119,0.0296,0.1994,0.0474,0.0612,0.0231,0.0776,0.1325,0.1156,0.0227,0.029,0.0173,0.0174,0.0093,0.006,5e-04,0.0047,0.0043,0.0075,0.0271,0.0053,0.0095,0.0103,0.0154,0
