year,country,pivotal1,pivotal2,pivotal3,pivotal4,pivotal5,pivotal6
2006,POL,62.87,65.94,58.26,71.13,52.29,61.98
2006,PRT,53.44,53.71,53.03,62.95,46.71,53.37
2006,ROU,45.31,45.15,45.55,57.78,38.92,45.35
2006,RUS,77.62,82.51,70.28,83.95,65.49,76.15
2006,SAU,73.84,81.08,62.97,82.76,57.41,71.45
2006,SEN,14.8,13.84,16.23,42.25,11.28,14.99
2006,SGP,64.13,72.79,51.14,76.18,44.72,61.01
2006,SVK,48.12,51.3,43.35,61.45,36.68,47.16
2006,SVN,39.85,42.2,36.32,56.1,29.66,39.15
2006,SWE,67.31,71.7,60.73,75.35,54.96,65.99
2006,THA,63.24,67.79,56.42,72.46,50.32,61.84
2006,TUN,33.65,34.7,32.07,52.05,25.55,33.36
2006,TUR,60.9,61.55,59.93,68.08,54.1,60.73
2006,TWN,72.87,79.18,63.41,81.2,57.89,70.86
2006,UKR,44.8,48.97,38.55,60.03,31.86,43.45
2006,USA,100.0,100.0,100.0,100.0,100.0,100.0
2006,VNM,47.6,50.87,42.69,61.18,36.01,46.6
2006,ZAF,59.31,62.82,54.04,68.95,47.78,58.26
2007,ARG,51.59,54.7,46.92,63.57,40.33,50.66
2007,AUS,70.64,72.78,67.43,76.17,62.32,70.05
2007,AUT,65.71,69.12,60.59,73.43,54.81,64.71
2007,BEL,71.99,77.21,64.16,79.62,58.71,70.38
2007,BGD,29.61,25.39,35.94,47.42,29.29,30.21
2007,BGR,38.5,40.19,35.96,54.99,29.31,38.02
2007,BLR,40.07,44.08,34.06,57.17,27.46,38.75
2007,BRA,66.68,71.01,60.19,74.83,54.38,65.38
2007,BRN,25.44,32.99,14.12,51.17,9.55,21.58
2007,CAN,80.86,84.65,75.18,85.77,71.01,79.77
2007,CHE,68.77,72.36,63.39,75.85,57.87,67.73
2007,CHL,55.87,62.03,46.62,68.41,40.02,53.78
2007,CHN,85.53,94.06,72.73,94.23,68.24,82.71
2007,CIV,25.13,28.26,20.44,48.8,14.88,24.03
2007,CMR,23.1,26.95,17.33,48.17,12.21,21.61
2007,COL,46.62,47.75,44.93,59.3,38.29,46.32
2007,CRI,27.64,27.21,28.29,48.29,21.98,27.74
2007,CYP,28.45,29.69,26.59,49.5,20.4,28.1
2007,CZE,58.14,62.97,50.89,69.05,44.46,56.61
2007,DEU,92.33,96.82,85.6,96.87,82.98,91.04
2007,DNK,61.37,66.08,54.31,71.23,48.07,59.91
2007,EGY,50.06,50.36,49.62,60.87,43.13,49.99
2007,ESP,76.09,77.58,73.85,79.92,69.51,75.69
2007,EST,30.81,33.06,27.43,51.2,21.18,30.11
2007,FIN,57.76,63.16,49.65,69.18,43.16,56.0
2007,FRA,85.0,87.21,81.69,87.99,78.45,84.4
2007,GBR,87.22,89.14,84.35,89.71,81.53,86.71
2007,GRC,54.33,52.53,57.02,62.21,50.96,54.73
2007,HKG,58.05,61.83,52.38,68.27,46.03,56.91
2007,HRV,34.64,33.69,36.07,51.53,29.42,34.86
2007,HUN,55.88,60.12,49.53,67.11,43.04,54.57
2007,IDN,63.08,67.89,55.87,72.54,49.73,61.59
2007,IND,69.9,73.55,64.43,76.76,59.01,68.84
2007,IRL,64.63,69.35,57.56,73.6,51.54,63.18
2007,ISL,23.61,24.95,21.61,47.21,15.91,23.22
2007,ISR,50.67,53.72,46.09,62.95,39.48,49.76
2007,ITA,81.69,84.91,76.86,85.99,72.92,80.78
2007,JOR,24.98,22.2,29.15,45.93,22.78,25.44
2007,JPN,85.94,90.73,78.75,91.15,75.08,84.53
2007,KAZ,53.54,58.32,46.38,65.92,39.77,52.01
2007,KHM,17.67,16.45,19.49,43.37,14.05,17.91
2007,KOR,76.2,82.86,66.2,84.25,60.96,74.06
2007,LAO,9.86,9.89,9.81,40.61,6.17,9.85
2007,LTU,34.85,35.37,34.06,52.4,27.46,34.71
2007,LUX,47.49,56.85,33.45,64.95,26.87,43.61
2007,LVA,31.0,30.64,31.53,49.98,25.03,31.08
2007,MAR,40.13,39.64,40.87,54.68,34.17,40.25
2007,MEX,72.78,75.04,69.4,77.91,64.51,72.16
2007,MLT,21.71,24.58,17.41,47.04,12.27,20.69
2007,MMR,19.59,23.64,13.51,46.6,9.05,17.87
2007,MYS,61.49,69.92,48.84,74.02,42.32,58.44
2007,NGA,57.55,60.53,53.08,67.39,46.76,56.68
2007,NLD,75.27,80.55,67.35,82.32,62.23,73.65
2007,NOR,66.57,73.23,56.57,76.51,50.48,64.36
2007,NZL,43.4,43.72,42.92,56.96,36.24,43.32
2007,PAK,38.26,36.52,40.86,53.0,34.16,38.63
2007,PER,44.5,49.44,37.09,60.31,30.42,42.82
2007,PHL,48.53,52.35,42.79,62.1,36.11,47.33
2007,POL,64.5,67.52,59.96,72.27,54.13,63.63
2007,PRT,53.22,53.88,52.23,63.05,45.87,53.05
2007,ROU,48.41,47.86,49.23,59.37,42.72,48.54
2007,RUS,78.85,83.07,72.53,84.43,68.02,77.62
2007,SAU,74.51,80.83,65.04,82.56,59.68,72.51
2007,SEN,15.18,14.15,16.72,42.38,11.69,15.38
2007,SGP,64.06,72.71,51.09,76.12,44.67,60.95
2007,SVK,49.82,53.58,44.19,62.86,37.53,48.66
2007,SVN,40.8,43.55,36.68,56.86,30.01,39.97
2007,SWE,67.68,72.18,60.94,75.71,55.19,66.32
2007,THA,62.86,68.46,54.47,72.95,48.24,61.07
2007,TUN,34.51,36.54,31.46,53.01,24.96,33.9
2007,TUR,61.35,62.08,60.25,68.44,54.44,61.16
2007,TWN,72.43,79.53,61.78,81.49,56.11,70.1
2007,UKR,46.41,50.33,40.54,60.85,33.84,45.17
2007,USA,100.0,100.0,100.0,100.0,100.0,100.0
2007,VNM,49.37,51.99,45.44,61.87,38.81,48.6
2007,ZAF,59.43,63.29,53.65,69.27,47.37,58.27
2008,ARG,52.33,55.23,47.97,63.91,41.42,51.47
2008,AUS,70.88,73.21,67.39,76.5,62.28,70.24
2008,AUT,65.28,68.79,60.02,73.19,54.19,64.26
2008,BEL,72.49,77.5,64.98,79.85,59.61,70.96
2008,BGD,27.74,23.41,34.24,46.49,27.63,28.31
2008,BGR,38.76,40.54,36.09,55.18,29.44,38.25
2008,BLR,42.1,46.17,36.0,58.37,29.35,40.77
2008,BRA,68.79,72.39,63.4,75.87,57.88,67.75
2008,BRN,25.92,34.26,13.41,51.82,8.97,21.43
2008,CAN,81.41,84.85,76.24,85.94,72.21,80.43
2008,CHE,68.76,72.17,63.64,75.71,58.14,67.77
2008,CHL,54.56,59.13,47.7,66.45,41.14,53.11
2008,CHN,88.04,96.05,76.03,96.13,71.98,85.46
2008,CIV,24.42,28.04,18.99,48.69,13.62,23.08
2008,CMR,23.67,27.0,18.67,48.19,13.35,22.45
2008,COL,47.59,49.61,44.57,60.42,37.92,47.02
2008,CRI,26.59,25.64,28.02,47.54,21.73,26.8
2008,CYP,28.42,29.47,26.85,49.4,20.64,28.13
2008,CZE,58.37,63.03,51.38,69.09,44.97,56.91
2008,DEU,92.56,96.69,86.36,96.74,83.86,91.38
2008,DNK,61.52,66.7,53.74,71.68,47.46,59.87
2008,EGY,51.31,51.27,51.36,61.43,44.95,51.31
2008,ESP,75.37,77.01,72.91,79.46,68.45,74.93
2008,EST,29.35,32.19,25.1,50.76,19.04,28.42
2008,FIN,57.53,62.45,50.15,68.69,43.68,55.96
2008,FRA,84.87,86.73,82.09,87.57,78.91,84.38
2008,GBR,85.95,87.81,83.17,88.52,80.16,85.46
2008,GRC,54.74,53.12,57.17,62.58,51.12,55.11
2008,HKG,56.48,60.09,51.06,67.09,44.64,55.39
2008,HRV,33.99,33.01,35.46,51.18,28.82,34.21
2008,HUN,54.95,59.34,48.37,66.59,41.83,53.57
2008,IDN,64.4,68.41,58.39,72.91,52.43,63.2
2008,IND,70.54,74.32,64.86,77.35,59.48,69.43
2008,IRL,63.07,68.66,54.68,73.1,48.46,61.27
2008,ISL,20.87,23.41,17.05,46.49,11.97,19.98
2008,ISR,49.91,52.99,45.28,62.49,38.64,48.98
2008,ITA,81.24,84.07,77.0,85.27,73.08,80.46
2008,JOR,25.9,24.01,28.74,46.77,22.4,26.27
2008,JPN,86.3,90.85,79.47,91.26,75.9,84.97
2008,KAZ,54.14,61.6,42.96,68.11,36.28,51.44
2008,KHM,17.5,16.79,18.57,43.51,13.26,17.66
2008,KOR,75.99,82.9,65.62,84.28,60.32,73.76
2008,LAO,10.19,10.15,10.26,40.72,6.51,10.2
2008,LTU,35.61,37.65,32.54,53.61,26.0,35.0
2008,LUX,47.28,57.18,32.43,65.17,25.89,43.06
2008,LVA,29.44,29.48,29.37,49.4,22.99,29.42
2008,MAR,41.79,41.23,42.62,55.56,35.94,41.92
2008,MEX,72.13,74.18,69.05,77.24,64.12,71.57
2008,MLT,22.97,26.19,18.14,47.8,12.89,21.8
2008,MMR,18.94,23.12,12.68,46.36,8.39,17.12
2008,MYS,61.6,70.35,48.48,74.34,41.94,58.4
2008,NGA,58.92,63.88,51.47,69.68,45.07,57.34
2008,NLD,75.15,80.75,66.74,82.49,61.56,73.41
2008,NOR,66.96,74.43,55.75,77.44,49.6,64.42
2008,NZL,42.19,42.69,41.45,56.38,34.76,42.07
2008,PAK,35.83,34.29,38.15,51.84,31.46,36.17
2008,PER,44.46,48.02,39.11,59.46,32.41,43.34
2008,PHL,48.01,51.35,43.01,61.48,36.33,47.0
2008,POL,65.61,68.07,61.91,72.67,56.25,64.92
2008,PRT,52.35,52.57,52.01,62.23,45.64,52.29
2008,ROU,49.41,49.07,49.91,60.09,43.43,49.49
2008,RUS,81.09,85.27,74.83,86.3,70.61,79.88
2008,SAU,75.69,82.58,65.36,84.01,60.03,73.47
2008,SEN,15.27,13.81,17.47,42.24,12.32,15.53
2008,SGP,65.02,73.02,53.02,76.35,46.7,62.22
2008,SVK,50.19,53.39,45.39,62.74,38.76,49.23
2008,SVN,40.06,42.74,36.05,56.41,29.4,39.25
2008,SWE,66.76,71.07,60.3,74.88,54.5,65.46
2008,THA,63.4,68.56,55.67,73.02,49.52,61.78
2008,TUN,35.15,37.23,32.04,53.38,25.52,34.54
2008,TUR,62.25,63.08,61.01,69.13,55.27,62.04
2008,TWN,71.27,78.37,60.61,80.55,54.83,68.92
2008,UKR,48.66,52.18,43.38,61.99,36.71,47.58
2008,USA,100.0,100.0,100.0,100.0,100.0,100.0
2008,VNM,50.22,53.03,46.0,62.52,39.38,49.39
2008,ZAF,58.56,62.34,52.9,68.62,46.57,57.43
2009,ARG,49.61,53.63,43.57,62.9,36.9,48.34
2009,AUS,71.45,74.66,66.64,77.62,61.44,70.54
2009,AUT,63.82,67.01,59.04,71.9,53.13,62.9
2009,BEL,70.91,75.91,63.41,78.59,57.89,69.38
2009,BGD,28.91,24.86,34.98,47.17,28.35,29.49
2009,BGR,34.54,37.2,30.54,53.37,24.09,33.71
2009,BLR,37.8,41.4,32.4,55.65,25.86,36.62
2009,BRA,66.95,70.49,61.64,74.45,55.95,65.92
2009,BRN,23.83,31.0,13.07,50.16,8.7,20.13
2009,CAN,78.82,81.71,74.49,83.29,70.23,78.02
2009,CHE,69.08,72.47,63.99,75.93,58.52,68.1
2009,CHL,52.99,58.81,44.26,66.24,37.6,51.02
2009,CHN,87.21,94.0,77.02,94.18,73.1,85.09
2009,CIV,25.49,30.05,18.65,49.68,13.33,23.67
2009,CMR,23.38,26.06,19.35,47.74,13.93,22.46
2009,COL,46.96,49.23,43.56,60.19,36.89,46.31
2009,CRI,25.13,25.84,24.07,47.64,18.1,24.94
2009,CYP,27.12,29.69,23.26,49.5,17.38,26.28
2009,CZE,56.17,61.04,48.87,67.73,42.35,54.62
2009,DEU,91.3,95.02,85.71,95.14,83.11,90.25
2009,DNK,59.27,64.54,51.37,70.15,44.96,57.58
2009,EGY,49.06,48.79,49.46,59.92,42.96,49.12
2009,ESP,73.7,75.79,70.57,78.5,65.82,73.13
2009,EST,25.46,29.69,19.12,49.5,13.73,23.83
2009,FIN,54.6,59.23,47.65,66.52,41.08,53.13
2009,FRA,83.48,85.09,81.07,86.15,77.74,83.06
2009,GBR,84.34,86.44,81.2,87.32,77.89,83.78
2009,GRC,51.51,50.21,53.47,60.78,47.18,51.81
2009,HKG,56.65,59.58,52.25,66.75,45.89,55.79
2009,HRV,30.9,31.0,30.75,50.16,24.29,30.87
2009,HUN,52.35,57.53,44.58,65.4,37.93,50.64
2009,IDN,63.02,68.27,55.15,72.81,48.96,61.36
2009,IND,70.83,74.58,65.21,77.55,59.87,69.74
2009,IRL,63.46,70.22,53.33,74.24,47.03,61.2
2009,ISL,18.77,22.65,12.96,46.14,8.61,17.13
2009,ISR,48.35,52.22,42.55,62.01,35.87,47.14
2009,ITA,79.38,81.54,76.14,83.14,72.1,78.79
2009,JOR,25.04,23.88,26.78,46.71,20.58,25.29
2009,JPN,84.78,88.88,78.62,89.48,74.93,83.59
2009,KAZ,51.12,56.8,42.6,64.92,35.92,49.19
2009,KHM,14.69,13.89,15.88,42.27,10.99,14.85
2009,KOR,73.89,82.18,61.46,83.68,55.76,71.07
2009,LAO,10.4,10.25,10.63,40.76,6.79,10.44
2009,LTU,30.74,33.94,25.94,51.65,19.8,29.67
2009,LUX,46.79,58.22,29.64,65.85,23.24,41.54
2009,LVA,25.07,27.57,21.31,48.47,15.64,24.24
2009,MAR,39.4,38.0,41.49,53.79,34.8,39.71
2009,MEX,69.99,71.99,66.98,75.57,61.82,69.44
2009,MLT,24.73,29.75,17.21,49.53,12.1,22.63
2009,MMR,21.15,26.13,13.69,47.77,9.2,18.91
2009,MYS,60.31,68.7,47.72,73.12,41.16,57.26
2009,NGA,56.14,58.75,52.22,66.2,45.86,55.39
2009,NLD,74.33,80.0,65.83,81.87,60.55,72.57
2009,NOR,64.19,71.31,53.51,75.06,47.22,61.77
2009,NZL,41.05,42.37,39.06,56.2,32.37,40.68
2009,PAK,37.05,36.84,37.37,53.17,30.69,37.1
2009,PER,43.28,48.31,35.73,59.64,29.08,41.55
2009,PHL,48.65,52.35,43.11,62.1,36.43,47.51
2009,POL,63.4,66.82,58.28,71.76,52.31,62.4
2009,PRT,50.47,51.07,49.58,61.31,43.09,50.32
2009,ROU,45.73,47.32,43.35,59.05,36.68,45.29
2009,RUS,77.16,81.12,71.23,82.8,66.56,76.01
2009,SAU,73.46,77.83,66.91,80.12,61.74,72.16
2009,SEN,13.57,13.73,13.32,42.2,8.9,13.52
2009,SGP,64.3,73.02,51.21,76.35,44.79,61.15
2009,SVK,47.28,50.91,41.83,61.21,35.14,46.15
2009,SVN,36.93,39.9,32.47,54.83,25.93,35.99
2009,SWE,63.89,68.51,56.95,72.99,50.89,62.46
2009,THA,61.43,68.02,51.55,72.63,45.15,59.22
2009,TUN,32.39,34.45,29.29,51.92,22.91,31.77
2009,TUR,59.87,61.77,57.01,68.23,50.95,59.34
2009,TWN,69.27,76.94,57.77,79.41,51.77,66.67
2009,UKR,42.54,48.0,34.34,59.45,27.73,40.6
2009,USA,100.0,100.0,100.0,100.0,100.0,100.0
2009,VNM,50.17,53.34,45.42,62.71,38.79,49.22
2009,ZAF,56.49,60.93,49.83,67.66,43.35,55.1
2010,ARG,50.56,53.5,46.14,62.81,39.53,49.68
2010,AUS,72.15,75.16,67.64,78.0,62.55,71.3
2010,AUT,62.93,66.59,57.43,71.6,51.4,61.84
2010,BEL,69.17,74.45,61.24,77.45,55.52,67.52
2010,BGD,29.56,25.4,35.79,47.43,29.14,30.15
2010,BGR,33.55,36.62,28.95,53.06,22.59,32.56
2010,BLR,37.54,40.83,32.61,55.34,26.06,36.49
2010,BRA,69.25,72.67,64.13,76.09,58.68,68.27
2010,BRN,23.02,31.26,10.66,50.29,6.81,18.25
2010,CAN,79.01,81.68,75.0,83.26,70.81,78.27
2010,CHE,68.31,72.23,62.44,75.75,56.83,67.16
2010,CHL,55.14,60.16,47.61,67.14,41.04,53.52
2010,CHN,89.58,95.89,80.11,95.97,76.63,87.65
2010,CIV,24.11,27.32,19.29,48.35,13.88,22.96
2010,CMR,19.37,21.81,15.7,45.75,10.84,18.5
2010,COL,47.56,50.26,43.5,60.81,36.83,46.76
2010,CRI,24.84,25.03,24.55,47.25,18.54,24.79
2010,CYP,24.71,25.22,23.94,47.34,17.99,24.57
2010,CZE,55.57,60.59,48.04,67.43,41.49,53.95
2010,DEU,91.16,95.11,85.24,95.23,82.56,90.04
2010,DNK,56.88,62.49,48.47,68.72,41.93,55.04
2010,EGY,47.18,46.08,48.82,58.32,42.3,47.43
2010,ESP,72.34,74.51,69.09,77.5,64.17,71.75
2010,EST,25.15,29.38,18.8,49.35,13.46,23.5
2010,FIN,52.55,57.43,45.23,65.33,38.59,50.97
2010,FRA,81.93,84.05,78.75,85.26,75.08,81.36
2010,GBR,83.36,85.23,80.56,86.27,77.15,82.86
2010,GRC,48.89,48.97,48.77,60.03,42.25,48.87
2010,HKG,55.72,58.05,52.22,65.74,45.86,55.06
2010,HRV,28.32,29.51,26.53,49.42,20.35,27.98
2010,HUN,51.07,56.71,42.61,64.86,35.93,49.16
2010,IDN,65.02,70.22,57.21,74.24,51.16,63.38
2010,IND,72.17,76.05,66.36,78.7,61.13,71.04
2010,IRL,60.98,67.69,50.92,72.39,44.49,58.71
2010,ISL,17.89,21.96,11.78,45.82,7.68,16.08
2010,ISR,48.04,51.57,42.75,61.61,36.07,46.95
2010,ITA,78.25,80.66,74.64,82.42,70.4,77.59
2010,JOR,24.55,23.27,26.48,46.43,20.3,24.82
2010,JPN,85.6,90.18,78.74,90.65,75.06,84.27
2010,KAZ,48.05,58.59,32.24,66.09,25.71,43.46
2010,KHM,14.25,13.11,15.96,41.94,11.06,14.46
2010,KOR,75.8,83.2,64.71,84.54,59.32,73.37
2010,LAO,10.57,10.4,10.83,40.82,6.94,10.61
2010,LTU,30.77,34.31,25.47,51.85,19.37,29.56
2010,LUX,45.45,56.49,28.89,64.72,22.54,40.4
2010,LVA,24.15,26.42,20.74,47.91,15.14,23.41
2010,MAR,38.57,38.1,39.27,53.85,32.57,38.68
2010,MEX,70.97,73.06,67.83,76.38,62.76,70.4
2010,MLT,22.79,26.93,16.57,48.16,11.57,21.12
2010,MMR,20.57,24.45,14.74,46.98,10.05,18.98
2010,MYS,61.54,68.88,50.54,73.26,44.09,59.0
2010,NGA,59.38,63.83,52.71,69.65,46.37,58.0
2010,NLD,72.39,78.28,63.55,80.48,58.04,70.53
2010,NOR,63.55,70.47,53.17,74.43,46.86,61.21
2010,NZL,40.18,41.54,38.15,55.73,31.46,39.81
2010,PAK,36.55,36.77,36.21,53.14,29.55,36.49
2010,PER,44.67,49.36,37.64,60.27,30.96,43.1
2010,PHL,49.59,52.99,44.5,62.49,37.85,48.56
2010,POL,63.27,66.48,58.46,71.52,52.51,62.34
2010,PRT,49.21,49.86,48.23,60.57,41.69,49.04
2010,ROU,44.18,46.06,41.35,58.31,34.66,43.64
2010,RUS,78.34,82.69,71.82,84.11,67.22,77.06
2010,SAU,73.6,79.34,64.98,81.33,59.61,71.8
2010,SEN,11.63,11.73,11.48,41.37,7.45,11.6
2010,SGP,65.04,74.44,50.95,77.45,44.52,61.59
2010,SVK,46.55,50.12,41.19,60.73,34.49,45.44
2010,SVN,35.27,38.48,30.46,54.05,24.01,34.24
2010,SWE,63.03,67.75,55.95,72.43,49.81,61.57
2010,THA,62.6,68.59,53.61,73.04,47.33,60.64
2010,TUN,31.96,33.82,29.18,51.59,22.81,31.41
2010,TUR,60.17,60.69,59.38,67.5,53.5,60.03
2010,TWN,71.31,78.6,60.38,80.73,54.58,68.89
2010,UKR,42.66,48.03,34.61,59.47,27.99,40.77
2010,USA,100.0,100.0,100.0,100.0,100.0,100.0
2010,VNM,50.22,53.49,45.31,62.81,38.68,49.23
2010,ZAF,57.83,62.43,50.93,68.68,44.5,56.39
2011,ARG,50.31,52.69,46.73,62.31,40.13,49.62
2011,AUS,73.17,76.43,68.29,79.0,63.27,72.25
2011,AUT,62.1,65.62,56.81,70.91,50.74,61.06
2011,BEL,68.26,73.42,60.53,76.66,54.75,66.66
2011,BGD,28.18,23.34,35.44,46.46,28.8,28.76
2011,BGR,33.76,37.78,27.74,53.68,21.46,32.37
2011,BLR,39.23,44.62,31.15,57.48,24.67,37.28
2011,BRA,70.09,73.63,64.77,76.82,59.38,69.06
2011,BRN,23.73,31.67,11.81,50.49,7.7,19.34
2011,CAN,78.87,81.77,74.52,83.34,70.26,78.06
2011,CHE,67.94,71.2,63.06,74.98,57.5,67.01
2011,CHL,54.23,58.51,47.81,66.04,41.25,52.89
2011,CHN,90.96,97.39,81.32,97.42,78.03,88.99
2011,CIV,20.89,25.04,14.67,47.26,9.99,19.17
2011,CMR,18.48,20.69,15.16,45.24,10.4,17.71
2011,COL,49.06,52.2,44.36,62.0,37.7,48.12
2011,CRI,23.23,22.94,23.66,46.27,17.73,23.3
2011,CYP,21.86,22.48,20.94,46.06,15.32,21.7
2011,CZE,54.57,59.87,46.62,66.94,40.02,52.83
2011,DEU,91.38,95.34,85.43,95.45,82.78,90.25
2011,DNK,55.26,61.0,46.64,67.71,40.04,53.34
2011,EGY,44.0,42.92,45.61,56.51,38.98,44.24
2011,ESP,71.72,74.37,67.75,77.39,62.67,70.98
2011,EST,24.78,29.19,18.17,49.26,12.92,23.03
2011,FIN,50.94,55.51,44.08,64.09,37.42,49.47
2011,FRA,82.01,83.93,79.14,85.15,75.52,81.5
2011,GBR,82.5,84.63,79.31,85.75,75.72,81.93
2011,GRC,46.15,46.53,45.59,58.58,38.96,46.06
2011,HKG,53.87,55.44,51.52,64.04,45.12,53.44
2011,HRV,26.41,27.51,24.75,48.44,18.72,26.09
2011,HUN,49.3,54.97,40.79,63.74,34.09,47.35
2011,IDN,65.4,70.88,57.18,74.74,51.13,63.66
2011,IND,73.61,76.58,69.15,79.12,64.23,72.77
2011,IRL,59.18,66.2,48.65,71.32,42.12,56.75
2011,ISL,16.49,19.88,11.41,44.88,7.39,15.06
2011,ISR,47.53,50.22,43.5,60.79,36.83,46.74
2011,ITA,77.43,80.04,73.52,81.91,69.13,76.71
2011,JOR,22.59,20.71,25.41,45.25,19.32,22.94
2011,JPN,85.14,89.04,79.28,89.62,75.68,84.02
2011,KAZ,48.2,59.58,31.12,66.75,24.64,43.06
2011,KHM,12.97,12.02,14.39,41.49,9.77,13.15
2011,KOR,76.47,84.18,64.9,85.37,59.52,73.91
2011,LAO,10.97,10.88,11.1,41.02,7.15,10.99
2011,LTU,30.84,34.36,25.55,51.87,19.45,29.63
2011,LUX,43.08,53.72,27.13,62.95,20.9,38.18
2011,LVA,23.75,25.33,21.38,47.39,15.7,23.27
2011,MAR,37.34,36.66,38.36,53.08,31.67,37.5
2011,MEX,71.2,73.02,68.47,76.35,63.47,70.71
2011,MLT,16.77,18.64,13.97,44.33,9.42,16.14
2011,MMR,20.31,23.02,16.25,46.31,11.3,19.34
2011,MYS,59.51,67.93,46.87,72.56,40.28,56.43
2011,NGA,61.1,65.49,54.51,70.81,48.28,59.75
2011,NLD,71.57,77.8,62.22,80.09,56.59,69.58
2011,NOR,63.21,70.26,52.64,74.27,46.3,60.82
2011,NZL,39.34,40.53,37.55,55.17,30.87,39.01
2011,PAK,34.68,34.79,34.51,52.1,27.9,34.65
2011,PER,44.48,49.16,37.46,60.15,30.78,42.91
2011,PHL,46.48,49.18,42.42,60.16,35.73,45.68
2011,POL,62.32,65.74,57.2,70.99,51.15,61.32
2011,PRT,46.95,48.71,44.32,59.88,37.66,46.46
2011,ROU,43.5,45.7,40.21,58.1,33.51,42.87
2011,RUS,79.69,84.22,72.89,85.4,68.42,78.35
2011,SAU,74.56,82.06,63.32,83.58,57.79,72.08
2011,SEN,10.94,10.8,11.14,40.98,7.18,10.97
2011,SGP,64.41,74.55,49.21,77.53,42.7,60.57
2011,SVK,45.77,49.62,40.0,60.42,33.3,44.55
2011,SVN,33.74,36.9,29.01,53.21,22.65,32.72
2011,SWE,62.52,66.98,55.83,71.88,49.69,61.15
2011,THA,62.16,67.45,54.22,72.22,47.97,60.47
2011,TUN,28.7,30.09,26.61,49.7,20.42,28.3
2011,TUR,60.2,60.08,60.37,67.09,54.57,60.22
2011,TWN,69.81,77.3,58.57,79.69,52.63,67.29
2011,UKR,43.01,47.69,35.98,59.27,29.33,41.42
2011,USA,100.0,100.0,100.0,100.0,100.0,100.0
2011,VNM,49.51,53.5,43.53,62.81,36.86,48.26
2011,ZAF,56.61,61.33,49.53,67.93,43.04,55.12
2012,ARG,48.87,51.6,44.78,61.63,38.13,48.07
2012,AUS,72.92,75.87,68.5,78.56,63.51,72.09
2012,AUT,60.67,64.44,55.02,70.08,48.82,59.54
2012,BEL,66.75,72.22,58.54,75.74,52.59,65.02
2012,BGD,27.63,23.13,34.39,46.36,27.78,28.2
2012,BGR,33.19,36.85,27.7,53.18,21.43,31.95
2012,BLR,39.24,45.06,30.52,57.73,24.07,37.08
2012,BRA,68.94,72.13,64.15,75.68,58.7,68.02
2012,BRN,24.44,31.52,13.82,50.42,9.3,20.87
2012,CAN,78.2,81.04,73.93,82.73,69.6,77.4
2012,CHE,66.87,70.95,60.76,74.79,55.0,65.66
2012,CHL,53.72,57.26,48.4,65.22,41.86,52.64
2012,CHN,90.99,97.59,81.09,97.62,77.76,88.96
2012,CIV,22.0,23.99,19.02,46.76,13.65,21.36
2012,CMR,18.25,20.63,14.67,45.22,9.99,17.4
2012,COL,49.87,53.01,45.17,62.51,38.53,48.93
2012,CRI,23.86,23.65,24.17,46.6,18.19,23.91
2012,CYP,19.91,21.0,18.27,45.38,13.0,19.59
2012,CZE,53.35,58.86,45.08,66.27,38.44,51.51
2012,DEU,89.86,94.22,83.33,94.38,80.35,88.61
2012,DNK,54.29,59.97,45.76,67.01,39.14,52.39
2012,EGY,44.23,42.09,47.44,56.04,40.87,44.69
2012,ESP,69.52,73.06,64.22,76.38,58.78,68.5
2012,EST,24.54,28.34,18.83,48.84,13.48,23.1
2012,FIN,49.45,53.87,42.81,63.05,36.13,48.02
2012,FRA,80.38,82.66,76.95,84.08,73.02,79.75
2012,GBR,81.56,83.83,78.15,85.07,74.39,80.94
2012,GRC,43.67,45.59,40.79,58.04,34.09,43.12
2012,HKG,54.01,54.38,53.46,63.37,47.17,53.92
2012,HRV,25.02,26.08,23.42,47.75,17.52,24.71
2012,HUN,47.38,53.28,38.53,62.68,31.84,45.31
2012,IDN,65.01,69.45,58.34,73.68,52.38,63.65
2012,IND,73.79,76.68,69.45,79.2,64.57,72.98
2012,IRL,58.28,65.46,47.52,70.79,40.95,55.77
2012,ISL,15.77,18.91,11.06,44.45,7.12,14.46
2012,ISR,47.32,50.12,43.11,60.73,36.43,46.48
2012,ITA,74.88,78.61,69.28,80.74,64.38,73.8
2012,JOR,22.98,21.05,25.87,45.41,19.74,23.34
2012,JPN,84.62,88.09,79.42,88.77,75.84,83.64
2012,KAZ,49.87,59.37,35.63,66.61,28.99,45.99
2012,KHM,14.13,13.04,15.76,41.91,10.89,14.34
2012,KOR,75.97,84.41,63.3,85.56,57.77,73.1
2012,LAO,12.26,11.46,13.45,41.25,9.0,12.42
2012,LTU,30.71,34.55,24.95,51.97,18.9,29.36
2012,LUX,42.33,52.97,26.38,62.48,20.21,37.38
2012,LVA,24.0,25.64,21.54,47.54,15.85,23.5
2012,MAR,36.48,35.85,37.43,52.65,30.75,36.63
2012,MEX,71.14,73.04,68.28,76.37,63.26,70.62
2012,MLT,16.55,18.83,13.12,44.41,8.74,15.72
2012,MMR,21.55,23.39,18.8,46.48,13.46,20.97
2012,MYS,60.05,67.38,49.05,72.17,42.54,57.49
2012,NGA,58.78,66.62,47.02,71.62,40.43,55.97
2012,NLD,70.04,76.66,60.11,79.18,54.29,67.88
